rtt;msec
0.264;0.687
0.165;0.650
0.128;0.639
0.347;0.652
0.050;0.698
0.208;0.589
0.155;0.546
0.084;0.558
0.295;0.567
0.332;0.601
0.331;0.614
0.513;0.795
0.468;0.861
0.470;0.893
0.444;0.876
0.613;1.019
0.638;1.126
0.669;1.212
0.659;1.241
0.682;1.265
0.690;1.271
0.723;1.289
0.485;1.145
0.405;1.089
0.143;1.228
0.372;1.114
0.066;1.245
0.073;1.289
0.227;1.164
0.141;1.117
0.383;0.978
0.101;0.989
0.293;0.825
0.226;0.750
0.120;0.765
0.111;0.761
0.086;0.757
0.299;0.694
0.289;0.631
0.479;0.768
0.514;0.885
0.529;0.964
0.497;0.971
0.242;0.900
0.224;0.846
0.199;0.810
0.258;0.723
0.192;0.701
0.117;0.726
0.345;0.689
0.338;0.647
0.294;0.566
0.240;0.530
0.243;0.496
0.200;0.497
0.153;0.524
0.071;0.592
0.274;0.546
0.260;0.493
0.248;0.439
0.252;0.402
0.224;0.374
0.151;0.406
0.108;0.452
0.109;0.470
0.264;0.466
0.157;0.440
0.080;0.471
0.477;0.691
0.288;0.639
0.291;0.597
0.466;0.735
0.496;0.847
0.517;0.931
0.525;0.981
0.706;1.180
0.759;1.349
0.745;1.428
0.802;1.515
0.772;1.520
0.789;1.517
0.729;1.432
0.661;1.287
0.353;1.306
0.132;1.455
0.075;1.554
0.248;1.443
0.102;1.442
0.153;1.362
0.087;1.321
0.348;1.091
0.282;0.939
0.233;0.855
0.269;0.754
0.218;0.711
0.158;0.712
0.092;0.745
0.353;0.719
0.277;0.615
0.238;0.552
0.121;0.589
0.163;0.567
0.444;0.692
0.086;0.717
0.268;0.625
0.504;0.790
0.116;0.782
0.328;0.722
0.141;0.701
0.134;0.675
0.083;0.680
0.345;0.693
0.094;0.681
0.165;0.602
0.458;0.753
0.092;0.736
0.116;0.686
0.157;0.605
0.085;0.592
0.158;0.513
0.112;0.484
0.561;0.793
0.421;0.849
0.321;0.772
0.492;0.878
0.476;0.920
0.461;0.918
0.458;0.900
0.645;1.061
0.697;1.206
0.699;1.287
0.670;1.293
0.639;1.246
0.763;1.321
0.667;1.256
0.451;1.156
0.150;1.293
0.416;1.148
0.667;1.167
0.933;1.430
0.524;1.238
0.461;1.136
0.148;1.283
0.406;1.151
0.654;1.156
0.353;1.105
0.549;1.015
0.585;0.976
0.299;1.012
0.435;0.912
0.361;0.886
0.164;1.001
0.480;0.914
0.098;1.041
0.105;1.090
0.183;1.033
0.093;1.037
0.159;0.960
0.413;0.920
0.311;0.776
0.064;0.835
0.161;0.777
0.423;0.813
0.113;0.803
0.092;0.791
0.150;0.718
0.152;0.651
0.544;0.869
0.109;0.828
0.095;0.789
0.160;0.693
0.109;0.651
0.251;0.589
0.105;0.570
0.321;0.603
0.297;0.592
0.302;0.580
0.481;0.743
0.470;0.831
0.492;0.899
0.498;0.937
0.657;1.107
0.649;1.197
0.411;1.000
0.401;0.860
0.568;0.906
0.587;0.945
0.170;1.030
Pacotes enviados:256
Pacotes retransmitidos:66
Pacotes confirmados:256

Envio: 4
rtt;msec
0.190;1.044
0.108;1.088
0.202;1.016
0.162;0.973
0.116;0.954
0.126;0.908
0.105;0.869
0.104;0.821
0.076;0.787
0.156;0.683
0.120;0.625
0.463;0.788
0.257;0.678
0.274;0.610
0.436;0.717
0.458;0.800
0.507;0.893
0.473;0.908
0.448;0.879
0.471;0.870
0.460;0.840
0.461;0.810
0.233;0.818
0.105;0.902
0.323;0.768
0.304;0.681
0.268;0.638
0.411;0.649
0.406;0.643
0.409;0.635
0.443;0.657
0.427;0.648
0.226;0.687
0.220;0.702
0.165;0.738
0.381;0.699
0.042;0.815
0.244;0.716
0.167;0.694
0.082;0.726
0.310;0.671
0.299;0.613
0.260;0.526
0.467;0.668
0.507;0.794
0.505;0.866
0.473;0.870
0.426;0.814
0.482;0.820
0.459;0.791
0.348;0.720
0.125;0.829
0.111;0.889
0.377;0.803
0.278;0.722
0.575;0.875
0.590;0.982
0.421;0.870
0.429;0.791
0.577;0.876
0.655;1.000
0.451;0.867
0.353;0.832
0.350;0.796
0.144;0.913
0.115;0.988
0.081;1.035
0.310;0.864
0.058;0.924
0.189;0.838
0.110;0.820
0.113;0.784
0.377;0.788
0.280;0.681
0.243;0.585
0.232;0.520
0.269;0.470
0.209;0.450
0.132;0.487
0.079;0.541
0.293;0.537
0.306;0.541
0.484;0.713
0.081;0.740
0.165;0.674
0.389;0.720
0.826;1.176
0.334;0.973
0.312;0.821
0.490;0.863
0.523;0.912
0.525;0.934
0.852;1.262
1.769;2.382
3.936;5.265
3.970;7.149
3.238;7.554
1.460;6.195
1.570;5.073
0.092;5.335
0.338;5.159
0.191;5.003
0.115;4.808
0.100;4.544
0.097;4.234
0.143;3.867
0.122;3.525
0.352;3.022
0.510;2.490
0.473;2.107
0.624;1.770
0.404;1.609
0.413;1.459
0.399;1.338
0.389;1.237
0.397;1.139
0.232;1.174
0.197;1.195
0.135;1.223
0.362;1.038
0.069;1.115
0.207;1.029
0.154;0.987
0.088;0.983
0.159;0.899
0.109;0.858
0.159;0.770
0.274;0.675
0.176;0.615
0.097;0.620
0.273;0.577
0.303;0.569
0.287;0.539
0.535;0.760
0.563;0.926
0.455;0.915
0.454;0.893
0.611;1.022
0.667;1.149
0.693;1.244
0.676;1.272
0.632;1.228
0.797;1.345
0.644;1.252
0.628;1.156
0.586;1.034
0.532;0.938
0.648;0.933
0.149;1.157
0.149;1.273
0.370;1.148
0.558;1.075
0.493;0.947
0.483;0.838
0.663;0.935
0.802;1.130
0.781;1.226
0.794;1.289
0.728;1.248
0.742;1.219
0.769;1.212
0.663;1.088
0.570;1.036
0.488;1.049
0.131;1.308
0.094;1.469
0.303;1.375
0.300;1.282
0.282;1.203
0.439;1.017
0.485;0.923
0.473;0.836
0.494;0.788
0.695;0.949
0.730;1.081
0.691;1.118
0.665;1.103
0.666;1.080
0.657;1.043
0.665;1.015
0.640;0.961
0.616;0.891
0.152;1.151
0.478;1.046
0.391;1.025
0.703;1.085
0.658;1.067
0.567;0.952
0.431;0.946
0.440;0.920
0.164;1.094
0.467;0.952
0.119;1.105
0.288;1.048
0.151;1.089
0.109;1.119
0.353;0.930
0.312;0.813
0.264;0.757
0.438;0.755
0.457;0.762
0.455;0.756
0.448;0.735
0.457;0.721
0.669;0.916
0.663;1.030
0.449;0.892
0.156;1.007
0.113;1.088
0.277;0.988
0.321;0.867
0.256;0.819
0.113;0.878
0.165;0.853
0.053;0.899
0.299;0.772
0.439;0.814
0.595;0.985
0.512;1.003
0.483;0.970
0.447;0.897
0.590;0.978
0.239;0.960
0.226;0.936
0.376;0.804
0.128;0.873
0.166;0.867
0.097;0.893
0.266;0.758
0.309;0.664
0.277;0.578
0.599;0.818
0.687;1.056
0.547;1.061
0.581;1.082
0.485;0.984
0.457;0.876
0.438;0.773
0.394;0.715
0.110;0.879
0.106;0.966
0.456;0.917
0.426;0.841
0.708;1.060
0.617;1.101
0.274;1.060
0.278;1.005
0.190;1.012
0.525;1.003
0.119;1.057
0.096;1.080
0.272;0.932
0.149;0.907
0.070;0.926
0.325;0.817
0.346;0.751
Pacotes enviados:256
Pacotes retransmitidos:58
Pacotes confirmados:256

Envio: 5
rtt;msec
0.070;0.796
0.116;0.769
0.264;0.660
0.321;0.633
0.308;0.593
0.486;0.736
0.260;0.645
0.221;0.603
0.354;0.599
0.140;0.630
0.124;0.648
0.342;0.640
0.313;0.597
0.505;0.752
0.508;0.849
0.474;0.867
0.450;0.844
0.674;1.040
0.939;1.422
0.948;1.667
0.898;1.755
0.844;1.732
0.656;1.501
0.637;1.304
0.587;1.153
0.357;1.208
0.170;1.358
0.073;1.492
0.277;1.382
0.545;1.247
0.619;1.209
0.553;1.101
0.488;0.948
0.461;0.854
0.223;0.958
0.115;1.084
0.080;1.163
0.103;1.164
0.313;0.974
0.141;0.957
0.376;0.863
0.340;0.749
0.319;0.643
0.476;0.718
0.510;0.794
0.530;0.855
0.512;0.867
0.642;0.993
0.632;1.056
0.652;1.103
0.640;1.108
0.730;1.187
0.912;1.406
0.768;1.391
0.694;1.287
0.654;1.161
0.595;1.041
0.186;1.256
0.483;1.140
0.272;1.202
0.253;1.228
0.260;1.209
0.423;1.045
0.298;1.011
0.273;0.986
0.422;0.852
0.165;0.929
0.114;0.994
0.302;0.868
0.246;0.809
0.440;0.799
0.482;0.823
0.467;0.813
0.443;0.771
0.267;0.762
0.271;0.737
0.235;0.733
0.161;0.770
0.406;0.745
0.144;0.780
0.331;0.686
0.563;0.846
0.519;0.897
0.449;0.849
0.442;0.798
0.680;0.992
0.346;0.904
0.226;0.919
0.099;1.003
0.117;1.016
0.336;0.856
0.106;0.887
0.253;0.772
0.268;0.669
0.457;0.743
0.464;0.789
0.449;0.794
0.460;0.798
0.637;0.967
0.651;1.081
0.455;0.947
0.430;0.818
0.549;0.841
0.515;0.813
0.100;0.987
0.142;1.043
0.110;1.075
0.325;0.905
0.551;0.975
0.281;0.887
0.424;0.822
0.128;0.885
0.422;0.835
0.345;0.713
0.304;0.652
0.483;0.717
0.509;0.778
0.498;0.799
0.501;0.806
0.692;0.992
0.724;1.137
0.712;1.207
0.734;1.260
0.722;1.266
0.825;1.356
0.772;1.345
0.661;1.209
0.169;1.400
0.454;1.273
0.311;1.271
0.535;1.099
0.289;1.129
0.394;1.044
0.163;1.141
0.403;0.994
0.299;0.958
0.258;0.944
0.297;0.884
0.086;0.984
0.147;0.977
0.117;0.968
0.388;0.891
0.314;0.750
0.454;0.785
0.540;0.883
0.575;0.972
0.545;0.987
0.687;1.126
0.718;1.234
0.674;1.245
0.723;1.283
0.701;1.269
0.979;1.520
1.054;1.742
1.078;1.891
1.043;1.928
0.768;1.650
0.892;1.564
0.871;1.465
0.817;1.328
0.760;1.214
0.370;1.418
0.176;1.664
0.128;1.815
0.337;1.705
0.562;1.421
0.578;1.221
0.497;1.108
0.271;1.185
0.245;1.226
0.192;1.262
0.260;1.201
0.359;1.058
0.136;1.109
0.372;0.935
0.296;0.861
0.277;0.808
0.229;0.793
0.177;0.805
0.106;0.846
0.406;0.819
0.345;0.728
0.308;0.628
0.546;0.783
0.581;0.912
0.608;1.013
0.576;1.035
0.863;1.322
0.958;1.591
1.205;1.995
1.346;2.376
1.336;2.584
1.721;3.066
1.612;3.232
1.390;3.068
1.379;2.897
1.188;2.546
1.439;2.525
2.003;3.041
2.098;3.442
1.655;3.220
1.322;2.816
0.173;3.366
0.386;3.467
0.640;3.247
0.868;2.850
0.543;2.771
0.561;2.637
0.157;2.786
0.358;2.652
0.162;2.638
0.378;2.391
0.605;1.995
0.079;2.086
0.259;1.948
0.297;1.776
0.255;1.649
0.137;1.610
0.425;1.323
0.134;1.324
0.293;1.169
0.164;1.136
0.079;1.148
0.322;0.943
0.066;0.978
0.174;0.892
0.434;0.897
0.250;0.780
0.306;0.674
0.335;0.622
0.107;0.683
0.137;0.683
0.382;0.702
0.620;0.943
0.265;0.823
0.247;0.741
0.100;0.782
0.175;0.731
0.122;0.721
0.074;0.731
0.207;0.617
0.175;0.554
0.093;0.562
0.095;0.551
0.133;0.501
0.399;0.639
0.134;0.587
0.468;0.759
0.359;0.754
0.363;0.742
0.394;0.754
0.302;0.658
0.266;0.576
0.213;0.552
0.163;0.563
0.177;0.548
Pacotes enviados:256
Pacotes retransmitidos:52
Pacotes confirmados:256

Envio: 6
rtt;msec
0.059;0.614
0.124;0.592
0.218;0.503
0.509;0.727
0.330;0.688
0.384;0.705
0.271;0.601
0.250;0.538
0.102;0.598
0.171;0.571
0.115;0.582
0.342;0.610
0.282;0.560
0.448;0.685
0.503;0.814
0.494;0.880
0.539;0.956
0.683;1.137
0.673;1.232
0.637;1.241
0.481;1.071
0.613;1.074
0.573;1.021
0.058;1.211
0.149;1.231
0.449;1.073
0.340;0.955
0.263;0.916
0.206;0.913
0.323;0.801
0.146;0.845
0.099;0.888
0.414;0.855
0.077;0.897
0.170;0.830
0.120;0.802
0.118;0.764
0.081;0.747
0.331;0.730
0.309;0.684
0.303;0.636
0.471;0.762
0.483;0.848
0.539;0.949
0.717;1.180
0.881;1.482
0.872;1.652
0.700;1.567
0.687;1.471
0.681;1.378
0.684;1.298
0.710;1.252
0.678;1.173
0.624;1.052
0.535;0.993
0.181;1.206
0.085;1.385
0.130;1.428
0.365;1.240
0.162;1.241
0.381;1.044
0.293;0.960
0.468;0.900
0.501;0.880
0.450;0.805
0.433;0.727
0.582;0.816
0.391;0.755
0.370;0.719
0.388;0.671
0.545;0.735
0.144;0.877
0.111;0.973
0.115;1.006
0.172;0.957
0.064;0.981
0.273;0.811
0.564;0.963
0.516;1.002
0.485;0.981
0.531;0.998
0.529;0.993
0.516;0.962
0.683;1.094
0.687;1.173
0.633;1.155
0.434;1.037
0.566;0.977
0.528;0.887
0.519;0.808
0.105;1.031
0.395;0.931
0.324;0.902
0.619;0.972
0.594;0.982
0.478;0.860
0.440;0.788
0.451;0.722
0.226;0.839
0.135;0.964
0.077;1.064
0.304;0.929
0.350;0.786
0.285;0.727
0.458;0.746
0.288;0.701
0.192;0.731
0.165;0.754
0.382;0.716
0.067;0.804
0.230;0.717
0.623;0.951
0.646;1.118
0.547;1.113
0.534;1.079
0.702;1.208
0.641;1.216
0.655;1.217
0.662;1.207
0.658;1.180
0.633;1.120
0.613;1.046
0.553;0.924
0.522;0.853
0.607;0.836
0.134;1.082
0.136;1.212
0.384;1.078
0.713;1.186
0.658;1.187
0.542;1.055
0.440;0.969
0.632;0.984
0.225;1.085
0.284;1.081
0.132;1.167
0.121;1.199
0.301;1.052
0.175;1.026
0.129;1.017
0.354;0.879
0.300;0.756
0.292;0.667
0.480;0.743
0.505;0.810
0.501;0.841
0.523;0.872
0.701;1.060
0.690;1.161
0.679;1.201
0.639;1.171
0.651;1.147
0.802;1.267
0.834;1.363
0.462;1.271
0.389;1.241
0.500;1.111
0.480;1.022
0.128;1.210
0.341;1.140
0.094;1.254
0.308;1.133
0.498;1.041
0.478;0.944
0.642;1.030
0.667;1.099
