rtt;msec
0.658;1.122
0.669;1.133
0.692;1.149
0.885;1.339
0.906;1.470
0.889;1.521
0.873;1.519
0.662;1.329
0.793;1.277
0.769;1.204
0.549;1.197
0.119;1.495
0.306;1.507
0.135;1.606
0.129;1.629
0.183;1.557
0.533;1.374
0.060;1.434
0.266;1.276
0.133;1.240
0.141;1.176
0.343;0.981
0.570;1.060
0.313;0.918
0.482;0.906
0.492;0.895
0.269;0.854
0.147;0.900
0.424;0.842
0.081;0.923
0.174;0.880
0.193;0.815
0.119;0.809
0.099;0.798
0.108;0.763
0.154;0.684
0.096;0.660
0.298;0.640
0.255;0.574
0.259;0.524
0.418;0.643
0.444;0.739
0.478;0.827
0.498;0.894
0.648;1.076
0.056;1.129
0.136;1.071
0.401;0.977
0.618;1.115
0.854;1.426
0.281;1.274
0.513;1.170
0.515;1.083
0.511;1.004
0.677;1.103
0.678;1.155
0.686;1.183
0.709;1.209
0.685;1.186
0.663;1.133
0.649;1.070
0.595;0.961
0.335;1.053
0.171;1.214
0.074;1.359
0.301;1.244
0.530;1.139
0.510;1.031
0.521;0.955
0.218;1.014
0.198;1.043
0.177;1.051
0.100;1.087
0.174;1.024
0.137;0.984
0.527;1.043
0.565;1.104
0.438;0.999
0.727;1.203
0.973;1.567
0.976;1.791
0.654;1.590
0.910;1.685
0.921;1.734
0.875;1.695
0.898;1.667
1.209;1.935
1.125;2.005
0.986;1.884
0.143;2.135
Pacotes enviados:256
Pacotes retransmitidos:52
Pacotes confirmados:256

Envio: 7
rtt;msec
0.207;2.190
0.120;2.230
0.171;2.151
0.436;1.839
0.328;1.672
0.334;1.515
0.265;1.427
0.190;1.390
0.102;1.393
0.144;1.324
0.104;1.272
0.358;1.068
0.312;0.896
0.480;0.907
0.474;0.895
0.463;0.862
0.457;0.823
0.568;0.896
0.643;1.009
0.521;0.950
0.434;0.835
0.150;0.960
0.124;1.036
0.137;1.047
0.129;1.033
0.088;1.025
0.158;0.939
0.121;0.886
0.095;0.846
0.125;0.774
0.141;0.695
0.118;0.643
0.150;0.568
0.058;0.575
0.176;0.475
0.162;0.411
0.449;0.627
0.297;0.611
0.353;0.646
0.258;0.566
0.417;0.662
0.445;0.746
0.469;0.815
0.437;0.818
0.415;0.786
0.396;0.734
0.209;0.736
0.157;0.760
0.104;0.797
0.136;0.775
0.159;0.724
0.142;0.685
0.112;0.666
0.162;0.598
0.127;0.566
0.325;0.598
0.292;0.577
0.265;0.528
0.233;0.455
0.229;0.401
0.201;0.382
0.132;0.415
0.085;0.463
0.128;0.451
0.221;0.416
0.122;0.415
0.342;0.514
0.300;0.532
0.305;0.542
0.489;0.724
0.517;0.865
0.271;0.738
0.423;0.759
0.384;0.724
0.091;0.791
0.144;0.773
0.139;0.745
0.053;0.773
0.184;0.670
0.161;0.605
0.122;0.577
0.318;0.598
0.278;0.563
0.260;0.513
0.457;0.670
0.501;0.810
0.277;0.688
0.525;0.826
0.509;0.891
0.103;0.932
0.164;0.887
0.089;0.891
0.333;0.801
0.324;0.718
0.262;0.624
0.228;0.576
0.109;0.623
0.137;0.617
0.104;0.622
0.117;0.600
0.141;0.552
0.103;0.537
0.097;0.517
0.083;0.502
0.172;0.425
0.094;0.414
0.288;0.481
0.048;0.498
0.179;0.434
0.160;0.366
0.054;0.394
0.279;0.464
0.112;0.428
0.129;0.381
0.532;0.703
0.333;0.709
0.133;0.650
0.287;0.619
0.112;0.597
0.110;0.569
0.124;0.526
0.090;0.510
0.304;0.558
0.444;0.721
0.270;0.646
0.218;0.547
0.078;0.577
0.196;0.493
0.081;0.515
0.286;0.529
0.269;0.515
0.476;0.704
0.531;0.876
0.518;0.966
0.411;0.903
0.177;0.867
0.548;0.970
0.115;0.976
0.128;0.943
0.139;0.887
0.106;0.853
0.320;0.775
0.269;0.658
0.260;0.561
0.275;0.502
0.221;0.471
0.209;0.451
0.138;0.484
0.108;0.517
0.409;0.633
0.444;0.736
0.356;0.707
0.362;0.683
0.312;0.607
0.248;0.562
0.066;0.658
0.058;0.710
0.181;0.630
0.503;0.805
0.298;0.706
0.296;0.625
0.103;0.662
0.165;0.622
0.405;0.692
0.116;0.692
0.126;0.666
0.122;0.635
0.100;0.615
0.380;0.692
0.282;0.634
0.289;0.592
0.441;0.707
0.441;0.775
0.436;0.803
0.465;0.840
0.439;0.826
0.448;0.814
0.411;0.757
0.348;0.666
0.137;0.755
0.125;0.803
0.370;0.744
0.300;0.646
0.430;0.681
0.640;0.906
0.613;1.018
0.452;0.919
0.420;0.807
0.429;0.730
0.239;0.776
0.143;0.862
0.112;0.919
0.351;0.796
0.335;0.685
0.495;0.761
0.269;0.720
0.308;0.649
0.426;0.661
0.158;0.725
0.121;0.776
0.117;0.793
0.089;0.804
0.158;0.737
0.090;0.726
0.329;0.707
0.101;0.690
0.222;0.575
0.192;0.506
0.106;0.516
0.151;0.475
0.109;0.470
0.335;0.549
0.270;0.529
0.250;0.488
0.426;0.630
0.474;0.764
0.472;0.841
0.452;0.861
0.633;1.041
0.631;1.145
0.608;1.174
0.714;1.282
0.737;1.357
0.930;1.581
1.004;1.781
0.953;1.837
1.032;1.925
1.006;1.929
0.985;1.882
1.147;1.985
1.172;2.051
1.101;1.996
1.099;1.930
1.116;1.878
1.295;1.999
1.281;2.042
1.422;2.188
1.431;2.269
1.426;2.290
1.419;2.271
1.094;2.070
1.071;1.926
1.039;1.828
0.954;1.803
0.863;1.828
0.101;2.386
0.333;2.507
0.557;2.350
0.413;2.299
0.579;2.083
0.166;2.203
0.419;2.029
0.340;1.923
0.288;1.844
0.470;1.606
0.471;1.414
Pacotes enviados:256
Pacotes retransmitidos:80
Pacotes confirmados:256

Envio: 8
rtt;msec
0.124;1.519
0.093;1.567
0.275;1.416
0.293;1.268
0.254;1.170
0.376;0.985
0.382;0.840
0.371;0.739
0.341;0.684
0.162;0.771
0.097;0.858
0.129;0.867
0.147;0.837
0.083;0.843
0.273;0.715
0.255;0.601
0.273;0.532
0.215;0.496
0.081;0.564
0.140;0.549
0.361;0.608
0.065;0.645
0.230;0.552
0.440;0.690
0.490;0.824
0.473;0.884
0.417;0.854
0.564;0.968
0.578;1.045
0.576;1.078
0.589;1.097
0.628;1.133
0.800;1.313
0.841;1.456
0.836;1.525
0.845;1.558
0.832;1.545
0.830;1.512
1.121;1.759
1.138;1.919
1.132;1.994
1.124;2.008
1.081;1.946
0.937;1.735
0.925;1.559
1.057;1.556
1.086;1.567
1.062;1.536
1.058;1.496
1.041;1.440
0.903;1.377
0.938;1.294
1.030;1.279
0.991;1.223
0.837;1.262
0.795;1.306
0.126;1.821
0.484;1.838
0.718;1.631
0.294;1.784
0.467;1.709
0.515;1.584
0.513;1.471
0.528;1.355
0.697;1.239
0.256;1.378
0.220;1.461
0.354;1.377
0.120;1.465
0.349;1.309
0.109;1.356
0.249;1.244
0.144;1.217
0.085;1.211
0.159;1.116
0.080;1.083
0.105;1.011
0.106;0.935
0.217;0.776
0.117;0.729
0.425;0.807
0.095;0.779
0.143;0.704
0.163;0.622
0.414;0.723
0.103;0.701
0.133;0.644
0.163;0.569
0.074;0.574
0.304;0.595
0.318;0.613
0.267;0.565
0.452;0.709
0.492;0.836
0.418;0.834
0.404;0.806
0.571;0.942
0.611;1.060
0.577;1.089
0.551;1.066
0.548;1.032
0.718;1.164
0.751;1.270
0.771;1.344
0.733;1.336
0.706;1.285
0.713;1.241
0.842;1.324
0.878;1.399
0.895;1.450
0.910;1.480
0.746;1.319
0.725;1.174
0.699;1.077
0.628;1.055
0.621;1.032
0.131;1.372
0.324;1.412
0.518;1.258
0.219;1.359
0.388;1.262
0.506;1.083
0.458;0.983
0.545;0.902
0.151;1.075
0.135;1.172
0.158;1.186
0.434;1.030
0.310;0.937
0.287;0.874
0.278;0.821
0.431;0.775
0.420;0.723
0.409;0.669
0.411;0.627
0.380;0.570
0.344;0.553
0.324;0.551
0.150;0.673
0.378;0.624
0.098;0.743
0.268;0.674
0.147;0.706
0.111;0.737
0.330;0.682
0.284;0.588
0.256;0.526
0.390;0.579
0.480;0.698
0.098;0.762
0.157;0.740
0.421;0.774
0.119;0.780
0.091;0.784
0.161;0.713
0.071;0.716
0.137;0.649
0.369;0.702
0.326;0.684
0.333;0.667
0.351;0.664
0.461;0.762
0.210;0.701
0.165;0.680
0.266;0.578
0.147;0.587
0.091;0.621
0.319;0.613
0.402;0.681
0.606;0.921
0.517;0.980
0.540;1.027
0.506;1.009
0.254;0.941
0.203;0.914
0.448;0.878
0.736;1.129
0.226;1.079
0.395;0.919
0.253;0.882
0.210;0.869
0.309;0.766
0.183;0.779
0.139;0.802
0.361;0.738
0.294;0.640
0.419;0.670
0.424;0.687
0.421;0.687
0.379;0.637
0.343;0.568
0.347;0.513
0.332;0.483
0.293;0.488
0.192;0.561
0.095;0.670
0.350;0.633
0.449;0.699
0.623;0.909
0.435;0.849
0.183;0.866
0.423;0.815
0.631;0.977
0.296;0.899
0.262;0.854
0.390;0.759
0.437;0.732
0.442;0.710
0.414;0.659
0.385;0.593
0.380;0.546
0.155;0.679
0.391;0.633
0.279;0.626
0.277;0.613
0.399;0.602
0.422;0.612
0.465;0.656
0.446;0.659
0.418;0.627
0.398;0.579
0.294;0.601
0.175;0.695
0.122;0.780
0.112;0.823
0.102;0.836
0.160;0.778
0.098;0.768
0.289;0.687
0.108;0.678
0.263;0.601
0.125;0.589
0.092;0.591
0.298;0.589
0.260;0.541
0.275;0.516
0.484;0.701
0.569;0.900
0.532;0.984
0.490;0.983
0.661;1.137
0.717;1.280
0.723;1.362
0.728;1.401
0.681;1.358
0.871;1.499
0.911;1.612
0.708;1.461
0.638;1.269
0.657;1.142
0.773;1.159
0.730;1.116
0.089;1.426
0.153;1.539
0.116;1.598
0.294;1.457
Pacotes enviados:256
Pacotes retransmitidos:65
Pacotes confirmados:256

Envio: 9
rtt;msec
0.085;1.485
0.082;1.462
0.280;1.255
0.306;1.069
0.282;0.942
0.465;0.914
0.509;0.926
0.487;0.899
0.438;0.820
0.621;0.938
0.654;1.039
0.248;1.047
0.221;1.047
0.142;1.080
0.383;0.916
0.602;1.011
0.066;1.109
0.205;1.036
0.408;0.931
0.458;0.895
0.404;0.804
0.176;0.838
0.171;0.843
0.361;0.752
0.698;1.017
0.259;0.942
0.445;0.882
0.271;0.828
0.228;0.807
0.348;0.698
0.191;0.722
0.109;0.783
0.160;0.763
0.062;0.805
0.149;0.744
0.125;0.703
0.376;0.735
0.313;0.681
0.306;0.628
0.431;0.707
0.232;0.637
0.219;0.588
0.352;0.592
0.158;0.604
0.110;0.634
0.115;0.633
0.083;0.640
0.167;0.565
0.114;0.542
0.350;0.612
0.284;0.583
0.418;0.689
0.571;0.903
0.452;0.914
0.454;0.909
0.453;0.891
0.631;1.043
0.666;1.165
0.656;1.219
0.676;1.257
0.485;1.073
0.482;0.931
0.446;0.839
0.214;0.941
0.128;1.049
0.345;0.929
0.077;1.033
0.297;0.906
0.290;0.809
0.384;0.736
0.333;0.647
0.108;0.748
0.135;0.774
0.088;0.807
0.264;0.673
0.269;0.574
0.246;0.513
0.068;0.598
0.125;0.594
0.335;0.612
0.101;0.622
0.302;0.602
0.514;0.792
0.052;0.822
0.078;0.798
0.207;0.663
0.721;1.055
0.416;0.996
0.099;0.971
0.129;0.904
0.329;0.816
0.107;0.796
0.337;0.751
0.314;0.685
0.235;0.601
0.084;0.647
0.140;0.618
0.106;0.610
0.308;0.607
0.319;0.607
0.440;0.719
0.062;0.754
0.143;0.694
0.144;0.636
0.393;0.710
0.076;0.712
0.289;0.660
0.497;0.823
0.539;0.962
0.476;0.977
0.448;0.943
0.607;1.064
0.649;1.171
0.655;1.231
0.649;1.247
0.571;1.160
0.355;1.079
0.113;1.184
0.226;1.135
0.542;1.099
0.771;1.287
0.317;1.184
0.259;1.132
0.392;0.972
0.377;0.859
0.116;0.966
0.187;0.957
0.087;1.001
0.312;0.833
0.280;0.731
0.259;0.665
0.085;0.740
0.158;0.714
0.103;0.720
0.086;0.718
0.171;0.633
0.107;0.611
0.305;0.611
0.109;0.592
0.239;0.532
0.155;0.489
0.106;0.488
0.271;0.495
0.236;0.458
0.244;0.435
0.238;0.408
0.204;0.365
0.174;0.355
0.146;0.363
0.121;0.380
0.113;0.390
0.199;0.357
0.672;0.803
0.300;0.720
0.266;0.618
0.240;0.536
0.398;0.612
0.443;0.700
0.489;0.796
0.484;0.844
0.613;0.993
0.384;0.851
0.434;0.792
0.393;0.702
0.495;0.735
0.146;0.838
0.134;0.893
0.364;0.782
0.260;0.731
0.426;0.727
0.472;0.761
0.432;0.734
0.383;0.658
0.383;0.600
0.370;0.543
0.166;0.654
0.157;0.718
0.102;0.783
0.331;0.698
0.229;0.651
0.331;0.601
0.379;0.609
0.403;0.630
0.418;0.652
0.420;0.661
0.452;0.692
0.399;0.651
0.223;0.682
0.555;0.809
0.327;0.731
0.287;0.698
0.237;0.701
0.384;0.654
0.423;0.655
0.432;0.656
0.517;0.736
0.664;0.928
0.667;1.049
0.553;1.002
0.546;0.950
0.392;0.892
0.357;0.864
0.352;0.834
0.206;0.909
0.151;0.977
0.354;0.844
0.068;0.955
0.458;0.923
0.179;0.909
0.223;0.844
0.596;0.992
0.097;1.022
0.106;1.006
0.179;0.913
0.100;0.888
0.074;0.867
0.068;0.832
0.160;0.717
0.095;0.673
0.140;0.592
0.395;0.699
0.286;0.652
0.303;0.626
0.269;0.565
0.444;0.691
0.528;0.849
0.537;0.953
0.426;0.896
0.400;0.819
0.165;0.836
0.411;0.796
0.717;1.063
2.741;3.252
0.454;2.775
0.170;2.603
0.490;2.174
0.365;1.933
0.377;1.718
0.081;1.756
0.161;1.669
0.379;1.401
0.616;1.347
0.266;1.261
0.276;1.166
0.229;1.111
0.113;1.135
0.377;0.964
0.306;0.849
0.256;0.794
0.256;0.740
0.151;0.769
0.415;0.763
0.308;0.660
0.329;0.586
0.524;0.724
0.449;0.734
Pacotes enviados:256
Pacotes retransmitidos:67
Pacotes confirmados:256

Envio: 10
rtt;msec
0.060;0.863
0.101;0.892
0.240;0.782
0.249;0.686
0.233;0.622
0.173;0.612
0.141;0.616
0.372;0.648
0.329;0.618
0.077;0.677
0.115;0.669
0.374;0.703
0.106;0.696
0.097;0.680
0.234;0.583
0.152;0.540
0.111;0.530
0.123;0.502
0.373;0.609
0.105;0.588
0.100;0.563
0.180;0.473
0.156;0.422
0.119;0.408
0.146;0.370
0.146;0.337
0.094;0.349
0.320;0.464
0.289;0.503
0.314;0.548
0.501;0.756
0.522;0.906
0.248;0.772
0.184;0.716
0.127;0.705
0.339;0.683
0.046;0.736
0.132;0.684
0.435;0.784
0.092;0.765
0.141;0.695
0.392;0.751
0.303;0.688
0.276;0.607
0.251;0.519
0.194;0.494
0.092;0.544
0.178;0.499
0.086;0.528
0.167;0.473
0.142;0.445
0.163;0.402
0.140;0.384
0.170;0.342
0.126;0.342
0.153;0.314
0.117;0.319
0.168;0.284
0.088;0.311
0.322;0.439
0.451;0.649
0.300;0.629
0.505;0.811
0.547;0.962
0.294;0.796
0.429;0.806
0.392;0.764
0.127;0.798
0.180;0.760
0.092;0.783
0.283;0.676
0.241;0.588
0.427;0.674
0.505;0.801
0.498;0.868
0.467;0.869
0.634;1.024
0.531;1.011
0.490;0.946
0.340;0.868
0.154;0.940
0.381;0.806
0.135;0.877
0.324;0.759
0.516;0.829
0.453;0.802
0.269;0.775
0.400;0.710
0.355;0.632
0.088;0.773
0.129;0.813
0.091;0.847
0.325;0.751
0.317;0.667
0.309;0.593
0.462;0.689
0.293;0.609
0.222;0.600
0.157;0.631
0.174;0.624
0.090;0.668
0.107;0.666
0.103;0.651
0.194;0.555
0.098;0.553
0.381;0.649
0.293;0.615
0.285;0.575
0.419;0.673
0.228;0.593
0.194;0.554
0.139;0.558
0.379;0.622
0.108;0.638
0.159;0.593
0.517;0.793
0.121;0.765
0.097;0.745
0.170;0.656
0.102;0.634
0.345;0.668
0.333;0.668
0.296;0.620
0.470;0.753
0.469;0.830
0.475;0.876
0.486;0.904
0.654;1.077
0.679;1.203
0.630;1.220
0.646;1.229
0.802;1.372
0.799;1.446
0.613;1.288
0.222;1.354
0.157;1.411
0.098;1.453
0.293;1.292
0.270;1.173
0.299;1.044
0.472;0.972
0.464;0.901
0.253;0.885
0.388;0.766
0.519;0.807
0.127;0.909
0.145;0.938
0.049;1.004
0.262;0.858
0.326;0.747
0.332;0.667
0.488;0.760
0.452;0.777
0.420;0.746
0.225;0.743
0.118;0.805
0.343;0.715
0.592;0.893
0.276;0.811
0.231;0.774
0.089;0.840
0.167;0.800
0.440;0.830
0.082;0.861
0.298;0.739
0.216;0.668
0.213;0.610
0.123;0.627
0.362;0.649
0.098;0.672
0.137;0.640
0.397;0.707
0.063;0.731
0.262;0.642
0.253;0.563
0.436;0.684
0.663;0.983
0.666;1.172
0.482;1.096
0.657;1.202
0.660;1.258
0.654;1.270
0.675;1.279
0.705;1.297
0.896;1.481
0.945;1.632
0.768;1.533
0.651;1.327
0.777;1.297
0.724;1.208
0.172;1.438
0.153;1.563
0.104;1.638
0.358;1.449
0.284;1.347
0.252;1.270
0.223;1.210
0.242;1.125
0.205;1.070
0.221;0.994
0.204;0.933
0.563;1.020
0.414;0.914
0.582;0.997
0.111;1.053
0.061;1.098
0.132;1.042
0.129;0.979
0.147;0.897
0.110;0.848
0.354;0.811
0.318;0.736
0.317;0.673
0.434;0.737
0.249;0.655
0.203;0.623
0.195;0.595
0.131;0.612
0.098;0.633
0.316;0.619
0.282;0.567
0.290;0.531
0.470;0.680
0.560;0.862
0.530;0.941
0.434;0.885
0.594;0.993
0.610;1.068
0.621;1.114
0.629;1.137
0.621;1.128
0.584;1.069
0.576;1.007
0.528;0.905
0.503;0.809
0.469;0.762
0.188;0.932
0.109;1.080
0.284;1.016
0.087;1.098
0.168;1.060
0.083;1.071
0.320;0.893
0.331;0.770
0.593;0.938
0.568;1.012
0.252;0.943
0.236;0.889
0.147;0.900
0.392;0.828
0.073;0.894
0.260;0.772
0.436;0.796
0.458;0.823
0.440;0.811
0.445;0.797
Pacotes enviados:256
Pacotes retransmitidos:82
Pacotes confirmados:256

Envio: 11
rtt;msec
0.076;0.895
0.094;0.921
0.287;0.768
0.246;0.682
0.244;0.614
0.422;0.672
0.421;0.702
0.242;0.658
0.395;0.660
0.131;0.713
0.120;0.737
0.098;0.751
0.121;0.722
0.094;0.704
0.299;0.665
0.286;0.615
0.354;0.640
0.550;0.843
0.511;0.929
0.492;0.953
0.258;0.858
0.208;0.814
0.087;0.857
0.129;0.830
0.155;0.771
0.066;0.780
0.267;0.681
0.300;0.636
0.259;0.555
0.459;0.693
0.608;0.925
0.604;1.063
0.492;1.028
0.461;0.957
0.471;0.905
0.287;0.853
0.225;0.849
0.106;0.915
0.120;0.923
0.152;0.879
0.112;0.858
0.362;0.809
0.287;0.689
0.268;0.591
0.451;0.688
0.494;0.788
0.482;0.832
0.431;0.799
0.553;0.888
0.543;0.926
0.253;0.903
0.153;0.942
0.089;0.992
0.094;0.992
0.179;0.901
0.107;0.872
0.322;0.784
0.255;0.661
0.269;0.568
0.457;0.685
0.481;0.779
0.486;0.836
0.476;0.853
0.241;0.810
0.216;0.783
0.125;0.816
0.385;0.774
0.658;1.007
0.280;0.898
0.236;0.839
0.246;0.775
0.221;0.735
0.184;0.720
0.125;0.738
0.384;0.734
0.348;0.685
0.516;0.810
0.460;0.827
0.461;0.828
0.462;0.818
0.665;1.003
0.735;1.184
0.728;1.282
0.754;1.355
0.729;1.359
0.716;1.329
0.666;1.240
0.444;1.173
0.376;1.158
0.173;1.275
0.152;1.334
0.123;1.357
0.345;1.167
0.290;1.058
0.334;0.930
0.331;0.829
0.361;0.725
0.127;0.821
0.404;0.763
0.320;0.682
0.327;0.612
0.514;0.715
0.507;0.770
0.248;0.774
0.208;0.790
0.167;0.813
0.421;0.788
0.069;0.875
0.333;0.763
0.148;0.767
0.103;0.785
0.319;0.710
0.293;0.623
0.233;0.565
0.210;0.535
0.083;0.600
0.205;0.535
0.122;0.544
0.126;0.534
0.184;0.471
0.092;0.490
0.290;0.514
0.296;0.529
0.302;0.537
0.470;0.703
0.471;0.806
0.492;0.884
0.486;0.917
0.460;0.899
0.468;0.882
0.440;0.829
0.352;0.730
0.153;0.803
0.073;0.890
0.321;0.757
0.248;0.692
0.245;0.638
0.100;0.699
0.162;0.674
0.106;0.683
0.075;0.695
0.345;0.702
0.211;0.602
0.095;0.612
0.290;0.588
0.250;0.524
0.235;0.457
0.206;0.416
0.090;0.470
0.166;0.436
0.107;0.450
0.348;0.542
0.290;0.539
0.484;0.723
0.483;0.835
0.482;0.897
0.471;0.913
0.632;1.071
0.708;1.237
0.697;1.318
0.719;1.374
0.683;1.355
0.652;1.290
0.604;1.179
0.683;1.168
0.463;1.080
0.134;1.250
0.062;1.381
0.316;1.235
0.578;1.188
0.264;1.134
0.220;1.104
0.118;1.134
0.151;1.096
0.072;1.102
0.261;0.931
0.305;0.782
0.256;0.691
0.231;0.637
0.091;0.694
0.156;0.663
0.102;0.668
0.336;0.665
0.279;0.596
0.466;0.728
0.487;0.827
0.448;0.843
0.466;0.859
0.633;1.024
0.664;1.151
0.680;1.235
0.640;1.233
0.654;1.227
0.851;1.402
0.634;1.283
0.607;1.158
0.361;1.154
0.505;1.018
0.136;1.190
0.511;1.044
0.034;1.241
0.093;1.288
0.147;1.241
0.446;1.110
0.078;1.141
0.258;0.993
0.414;0.918
0.263;0.824
0.222;0.776
0.337;0.685
0.145;0.720
0.098;0.760
0.335;0.703
0.291;0.610
0.268;0.536
0.211;0.521
0.081;0.600
0.145;0.587
0.158;0.555
0.364;0.612
0.292;0.570
0.330;0.572
0.463;0.698
0.247;0.622
0.213;0.586
0.367;0.603
0.156;0.618
0.084;0.668
0.108;0.664
0.260;0.588
0.203;0.520
0.130;0.520
0.746;0.974
0.101;0.937
0.686;1.194
0.174;1.078
0.131;1.005
0.385;0.933
0.244;0.805
0.250;0.699
0.266;0.604
0.270;0.528
0.229;0.500
0.148;0.535
0.125;0.562
0.331;0.574
0.263;0.505
0.282;0.472
0.257;0.419
0.132;0.471
0.420;0.593
0.339;0.587
0.282;0.518
0.234;0.486
0.089;0.567
0.135;0.570
Pacotes enviados:256
Pacotes retransmitidos:52
Pacotes confirmados:256

Envio: 12
rtt;msec
0.082;0.598
0.055;0.621
0.203;0.523
0.253;0.499
0.248;0.471
0.377;0.574
0.079;0.601
0.206;0.506
0.086;0.525
0.170;0.460
0.108;0.455
0.344;0.550
0.384;0.646
0.255;0.571
0.259;0.516
0.099;0.545
0.127;0.529
0.114;0.515
0.342;0.584
0.363;0.642
0.302;0.611
0.259;0.537
0.215;0.484
0.132;0.502
0.149;0.490
0.385;0.591
0.155;0.564
0.381;0.634
0.158;0.603
0.174;0.557
0.189;0.503
0.123;0.507
0.101;0.515
0.082;0.521
0.150;0.460
0.097;0.451
0.281;0.493
0.247;0.480
0.246;0.464
0.381;0.581
0.069;0.604
0.206;0.508
0.156;0.466
0.158;0.427
0.100;0.437
0.096;0.435
0.091;0.428
0.158;0.362
0.072;0.377
0.291;0.462
0.268;0.490
0.213;0.446
0.402;0.599
0.479;0.770
0.507;0.902
0.518;0.987
0.704;1.214
0.789;1.432
0.757;1.523
0.756;1.557
0.744;1.543
0.923;1.688
0.994;1.830
0.976;1.879
0.821;1.728
0.691;1.471
0.830;1.416
0.803;1.335
0.772;1.235
0.115;1.565
0.368;1.547
0.265;1.575
0.435;1.425
0.429;1.301
0.431;1.190
0.269;1.215
0.221;1.238
0.275;1.181
0.138;1.218
0.400;1.015
0.048;1.124
0.257;1.005
0.135;0.995
0.077;1.005
0.287;0.826
0.274;0.701
0.256;0.619
0.416;0.669
0.447;0.725
0.448;0.754
0.414;0.730
0.395;0.685
0.400;0.651
0.214;0.684
0.166;0.727
0.101;0.786
0.348;0.720
0.379;0.696
0.593;0.885
0.368;0.774
0.351;0.672
0.773;1.017
0.220;0.998
0.060;1.081
0.308;0.918
0.352;0.790
0.680;1.020
0.724;1.204
0.715;1.302
0.827;1.459
1.026;1.741
0.592;1.471
0.565;1.252
0.495;1.140
0.653;1.086
0.170;1.261
0.108;1.388
0.357;1.244
0.288;1.174
0.526;1.080
0.547;1.021
0.490;0.911
0.469;0.805
0.631;0.887
0.468;0.799
0.412;0.773
0.340;0.799
0.145;0.948
0.414;0.818
0.123;0.939
0.105;1.007
0.169;0.975
0.095;0.984
0.306;0.822
0.087;0.848
0.235;0.731
0.160;0.694
0.095;0.702
0.235;0.587
0.107;0.593
0.159;0.543
0.129;0.521
0.351;0.592
0.332;0.612
0.275;0.559
0.485;0.725
0.510;0.852
0.479;0.894
0.454;0.883
0.418;0.826
0.407;0.766
0.235;0.754
0.120;0.816
0.088;0.859
0.291;0.721
0.336;0.663
0.494;0.772
0.457;0.798
0.444;0.792
0.404;0.737
0.410;0.696
0.420;0.670
0.541;0.767
0.527;0.809
0.178;0.881
0.132;0.941
0.365;0.810
0.335;0.706
0.475;0.743
0.240;0.742
0.240;0.725
0.382;0.674
0.132;0.748
0.091;0.807
0.292;0.682
0.248;0.613
0.506;0.754
0.551;0.884
0.452;0.859
0.456;0.835
0.612;0.963
0.655;1.079
0.641;1.128
0.654;1.157
0.652;1.159
0.824;1.317
0.883;1.464
0.874;1.533
0.853;1.537
0.878;1.543
0.826;1.474
0.983;1.566
1.002;1.627
1.026;1.671
1.119;1.773
0.961;1.662
0.939;1.545
1.076;1.586
1.017;1.538
0.912;1.385
0.124;1.854
0.413;1.890
0.276;1.971
0.432;1.853
0.092;1.987
0.170;1.957
0.104;1.931
0.306;1.706
0.103;1.666
0.114;1.583
0.382;1.284
0.267;1.143
0.282;1.013
0.329;0.869
0.488;0.875
0.052;0.987
0.171;0.942
0.147;0.906
0.378;0.840
0.143;0.824
0.330;0.737
0.225;0.671
0.082;0.721
0.127;0.700
0.117;0.676
0.127;0.635
0.313;0.631
0.139;0.593
0.112;0.574
0.293;0.573
0.264;0.535
0.248;0.485
0.238;0.435
0.247;0.405
0.209;0.374
0.222;0.339
0.155;0.363
0.148;0.377
0.101;0.414
0.143;0.398
0.069;0.434
0.382;0.578
0.277;0.561
0.289;0.553
0.452;0.703
0.476;0.817
0.449;0.855
0.248;0.753
0.255;0.665
0.106;0.707
0.086;0.730
0.146;0.680
0.105;0.662
0.330;0.665
0.244;0.571
0.306;0.561
Pacotes enviados:256
Pacotes retransmitidos:59
Pacotes confirmados:256

Envio: 13
rtt;msec
0.112;0.577
0.089;0.590
0.158;0.532
0.113;0.515
0.092;0.507
0.125;0.465
0.132;0.421
0.129;0.385
0.377;0.545
0.296;0.563
0.289;0.560
0.084;0.570
0.113;0.539
0.134;0.490
0.364;0.597
0.093;0.581
0.311;0.605
0.539;0.839
0.530;0.975
0.221;0.847
0.185;0.771
0.177;0.708
0.438;0.780
0.064;0.812
0.287;0.710
0.499;0.841
0.489;0.906
0.474;0.921
0.482;0.925
0.640;1.072
0.660;1.175
0.707;1.273
0.685;1.298
0.659;1.269
0.381;1.172
0.097;1.297
0.132;1.315
0.165;1.266
0.432;1.101
0.099;1.132
0.310;0.962
0.292;0.843
0.450;0.831
0.246;0.788
0.351;0.690
0.132;0.757
0.334;0.667
0.251;0.627
0.265;0.579
0.433;0.641
0.450;0.692
0.471;0.739
0.481;0.771
0.630;0.933
0.228;0.929
0.184;0.938
0.151;0.945
0.373;0.835
0.590;0.965
0.292;0.871
0.280;0.801
0.462;0.802
0.511;0.841
0.498;0.843
0.680;1.016
0.720;1.159
0.662;1.181
0.646;1.163
0.652;1.141
0.830;1.290
0.927;1.470
1.060;1.704
1.055;1.833
1.057;1.895
1.092;1.944
1.246;2.104
1.170;2.106
