rtt;msec
0.172;10.000
0.082;10.000
0.161;10.000
0.414;10.000
0.276;10.000
0.082;10.000
0.249;10.000
0.151;10.000
0.059;10.000
0.261;10.000
0.396;10.000
0.313;10.000
0.244;10.000
0.267;10.000
0.216;10.000
0.151;10.000
0.108;10.000
0.347;10.000
0.284;10.000
0.472;10.000
0.564;10.000
0.559;10.000
0.607;10.000
0.768;10.000
0.408;10.000
0.394;10.000
0.363;10.000
0.145;10.000
0.345;10.000
0.078;10.000
0.319;10.000
0.534;10.000
0.303;10.000
0.235;10.000
0.371;10.000
0.145;10.000
0.096;10.000
0.370;10.000
0.274;10.000
0.440;10.000
0.659;10.000
0.667;10.000
0.465;10.000
0.440;10.000
0.408;10.000
0.189;10.000
0.170;10.000
0.093;10.000
0.108;10.000
0.168;10.000
0.479;10.000
0.276;10.000
0.270;10.000
0.261;10.000
0.407;10.000
0.424;10.000
0.240;10.000
0.362;10.000
0.174;10.000
0.449;10.000
0.345;10.000
0.266;10.000
0.230;10.000
0.098;10.000
0.141;10.000
0.102;10.000
0.131;10.000
0.174;10.000
0.467;10.000
0.278;10.000
0.054;10.000
0.159;10.000
0.453;10.000
0.324;10.000
0.304;10.000
0.252;10.000
0.436;10.000
0.496;10.000
0.498;10.000
0.485;10.000
0.677;10.000
0.687;10.000
0.701;10.000
0.661;10.000
0.642;10.000
0.811;10.000
0.818;10.000
0.831;10.000
0.867;10.000
0.696;10.000
0.845;10.000
0.825;10.000
0.803;10.000
0.237;10.000
0.182;10.000
0.517;10.000
0.288;10.000
Pacotes enviados:256
Pacotes retransmitidos:81
Pacotes confirmados:256

Envio: 2
rtt;msec
0.173;10.000
0.082;10.000
0.307;10.000
0.256;10.000
0.086;10.000
0.136;10.000
0.420;10.000
0.158;10.000
0.457;10.000
0.318;10.000
0.463;10.000
0.220;10.000
0.286;10.000
0.423;10.000
0.172;10.000
0.148;10.000
0.449;10.000
0.358;10.000
0.512;10.000
0.468;10.000
0.437;10.000
0.446;10.000
0.601;10.000
0.644;10.000
0.636;10.000
0.641;10.000
0.668;10.000
0.855;10.000
0.898;10.000
0.885;10.000
0.671;10.000
0.612;10.000
0.537;10.000
0.165;10.000
0.418;10.000
0.678;10.000
0.333;10.000
0.568;10.000
0.532;10.000
0.704;10.000
0.525;10.000
0.508;10.000
0.418;10.000
0.543;10.000
0.140;10.000
0.221;10.000
0.532;10.000
0.319;10.000
0.310;10.000
0.291;10.000
0.442;10.000
0.231;10.000
0.355;10.000
0.163;10.000
0.457;10.000
0.129;10.000
0.382;10.000
0.425;10.000
0.626;10.000
0.552;10.000
0.561;10.000
0.555;10.000
0.739;10.000
0.794;10.000
0.567;10.000
0.465;10.000
0.399;10.000
0.171;10.000
0.133;10.000
0.064;10.000
0.147;10.000
0.063;10.000
0.241;10.000
0.144;10.000
0.368;10.000
0.613;10.000
0.282;10.000
0.243;10.000
0.226;10.000
0.106;10.000
0.159;10.000
0.077;10.000
0.468;10.000
0.388;10.000
0.236;10.000
0.121;10.000
0.148;10.000
0.196;10.000
0.094;10.000
0.149;10.000
0.054;10.000
0.124;10.000
0.096;10.000
0.176;10.000
0.098;10.000
0.317;10.000
0.285;10.000
0.317;10.000
0.521;10.000
0.294;10.000
0.227;10.000
0.158;10.000
0.462;10.000
0.061;10.000
0.207;10.000
0.152;10.000
0.104;10.000
0.310;10.000
0.288;10.000
0.263;10.000
0.241;10.000
0.107;10.000
0.140;10.000
0.069;10.000
0.288;10.000
0.266;10.000
0.477;10.000
0.503;10.000
0.467;10.000
0.430;10.000
0.698;10.000
0.563;10.000
0.466;10.000
0.425;10.000
0.183;10.000
0.479;10.000
0.134;10.000
0.146;10.000
0.406;10.000
0.064;10.000
0.279;10.000
0.297;10.000
0.445;10.000
0.285;10.000
0.250;10.000
0.377;10.000
0.139;10.000
0.110;10.000
0.360;10.000
0.295;10.000
0.469;10.000
0.489;10.000
0.481;10.000
0.465;10.000
0.649;10.000
0.970;10.000
0.983;10.000
0.949;10.000
0.966;10.000
1.080;10.000
0.855;10.000
0.868;10.000
0.851;10.000
0.661;10.000
0.796;10.000
0.577;10.000
0.600;10.000
0.243;10.000
0.135;10.000
0.353;10.000
0.074;10.000
0.273;10.000
0.521;10.000
0.542;10.000
0.717;10.000
0.716;10.000
0.711;10.000
0.694;10.000
0.674;10.000
0.848;10.000
0.901;10.000
0.891;10.000
0.876;10.000
0.462;10.000
0.131;10.000
0.438;10.000
0.766;10.000
1.037;10.000
1.259;10.000
0.566;10.000
0.772;10.000
0.788;10.000
0.764;10.000
0.737;10.000
0.706;10.000
0.867;10.000
0.880;10.000
0.678;10.000
0.640;10.000
0.610;10.000
0.717;10.000
0.157;10.000
0.470;10.000
0.292;10.000
0.117;10.000
0.276;10.000
0.149;10.000
0.101;10.000
0.352;10.000
0.331;10.000
0.308;10.000
0.446;10.000
0.254;10.000
0.209;10.000
0.155;10.000
0.484;10.000
0.403;10.000
0.339;10.000
0.264;10.000
0.091;10.000
0.169;10.000
0.148;10.000
0.109;10.000
0.149;10.000
0.185;10.000
0.121;10.000
0.055;10.000
0.258;10.000
0.367;10.000
0.274;10.000
0.226;10.000
0.059;10.000
0.182;10.000
0.053;10.000
0.254;10.000
0.328;10.000
0.523;10.000
0.520;10.000
0.483;10.000
0.605;10.000
0.745;10.000
0.738;10.000
0.625;10.000
0.658;10.000
0.640;10.000
0.782;10.000
0.804;10.000
0.471;10.000
0.416;10.000
0.355;10.000
0.150;10.000
0.366;10.000
0.563;10.000
0.066;10.000
0.227;10.000
0.612;10.000
0.736;10.000
0.569;10.000
0.497;10.000
0.452;10.000
0.466;10.000
0.244;10.000
0.146;10.000
0.088;10.000
0.156;10.000
0.457;10.000
Pacotes enviados:256
Pacotes retransmitidos:70
Pacotes confirmados:256

Envio: 3
rtt;msec
0.066;10.000
0.078;10.000
0.183;10.000
0.084;10.000
0.295;10.000
0.281;10.000
0.242;10.000
0.215;10.000
0.085;10.000
0.154;10.000
0.388;10.000
0.112;10.000
0.091;10.000
0.114;10.000
0.342;10.000
0.154;10.000
0.398;10.000
0.229;10.000
0.220;10.000
0.100;10.000
0.130;10.000
0.175;10.000
0.389;10.000
0.393;10.000
0.151;10.000
0.406;10.000
0.107;10.000
0.086;10.000
0.125;10.000
0.091;10.000
0.344;10.000
0.309;10.000
0.266;10.000
0.403;10.000
0.466;10.000
0.481;10.000
0.486;10.000
0.649;10.000
0.441;10.000
0.205;10.000
0.119;10.000
0.344;10.000
0.222;10.000
0.119;10.000
0.335;10.000
0.082;10.000
0.254;10.000
0.177;10.000
0.123;10.000
0.364;10.000
0.062;10.000
0.200;10.000
0.160;10.000
0.099;10.000
0.110;10.000
0.175;10.000
0.125;10.000
0.179;10.000
0.130;10.000
0.393;10.000
0.055;10.000
0.230;10.000
0.247;10.000
0.067;10.000
0.302;10.000
0.333;10.000
0.260;10.000
0.467;10.000
0.489;10.000
0.491;10.000
0.493;10.000
0.681;10.000
0.494;10.000
0.419;10.000
0.397;10.000
0.536;10.000
0.157;10.000
0.073;10.000
0.118;10.000
0.354;10.000
0.082;10.000
0.112;10.000
0.138;10.000
0.082;10.000
0.171;10.000
0.124;10.000
0.357;10.000
0.077;10.000
0.209;10.000
0.147;10.000
0.058;10.000
0.224;10.000
0.241;10.000
0.286;10.000
0.465;10.000
0.489;10.000
0.237;10.000
0.356;10.000
0.340;10.000
0.075;10.000
0.148;10.000
0.119;10.000
0.065;10.000
0.171;10.000
0.138;10.000
0.137;10.000
0.086;10.000
0.099;10.000
0.141;10.000
0.102;10.000
0.147;10.000
0.089;10.000
0.126;10.000
0.079;10.000
0.132;10.000
0.090;10.000
0.346;10.000
0.306;10.000
0.211;10.000
0.234;10.000
0.130;10.000
0.387;10.000
0.308;10.000
0.095;10.000
0.146;10.000
0.432;10.000
0.100;10.000
0.278;10.000
0.257;10.000
0.428;10.000
0.428;10.000
0.401;10.000
0.430;10.000
0.467;10.000
0.450;10.000
0.387;10.000
0.337;10.000
0.139;10.000
0.083;10.000
0.291;10.000
0.250;10.000
0.139;10.000
0.406;10.000
0.296;10.000
0.305;10.000
0.326;10.000
0.500;10.000
0.457;10.000
0.447;10.000
0.441;10.000
0.587;10.000
0.434;10.000
0.446;10.000
0.374;10.000
0.118;10.000
0.342;10.000
0.077;10.000
0.307;10.000
0.238;10.000
0.053;10.000
0.159;10.000
0.125;10.000
0.408;10.000
0.284;10.000
0.222;10.000
0.114;10.000
0.173;10.000
0.075;10.000
0.320;10.000
0.325;10.000
0.290;10.000
0.272;10.000
0.188;10.000
0.496;10.000
0.301;10.000
0.298;10.000
0.102;10.000
0.130;10.000
0.358;10.000
0.087;10.000
0.108;10.000
0.155;10.000
0.070;10.000
0.392;10.000
0.298;10.000
0.298;10.000
0.258;10.000
0.093;10.000
0.140;10.000
0.106;10.000
0.089;10.000
0.190;10.000
0.090;10.000
0.156;10.000
0.070;10.000
0.113;10.000
0.155;10.000
0.162;10.000
0.130;10.000
0.128;10.000
0.322;10.000
0.086;10.000
0.211;10.000
0.190;10.000
0.096;10.000
0.146;10.000
0.109;10.000
0.330;10.000
0.285;10.000
0.332;10.000
0.494;10.000
0.482;10.000
0.413;10.000
0.447;10.000
0.608;10.000
0.650;10.000
0.564;10.000
0.571;10.000
0.489;10.000
0.175;10.000
0.479;10.000
0.116;10.000
0.312;10.000
0.240;10.000
0.244;10.000
0.263;10.000
0.373;10.000
0.146;10.000
0.102;10.000
0.337;10.000
0.298;10.000
0.266;10.000
0.503;10.000
0.536;10.000
0.509;10.000
0.564;10.000
0.741;10.000
0.746;10.000
0.695;10.000
0.708;10.000
0.743;10.000
0.897;10.000
0.922;10.000
0.962;10.000
0.700;10.000
0.669;10.000
0.811;10.000
0.730;10.000
0.683;10.000
0.224;10.000
0.140;10.000
0.075;10.000
0.278;10.000
0.295;10.000
0.288;10.000
0.460;10.000
Pacotes enviados:256
Pacotes retransmitidos:82
Pacotes confirmados:256

Envio: 4
rtt;msec
0.073;10.000
0.067;10.000
0.107;10.000
0.088;10.000
0.129;10.000
0.101;10.000
0.327;10.000
0.390;10.000
0.324;10.000
0.246;10.000
0.225;10.000
0.190;10.000
0.125;10.000
0.124;10.000
0.338;10.000
0.359;10.000
0.536;10.000
0.491;10.000
0.495;10.000
0.478;10.000
0.467;10.000
0.473;10.000
0.427;10.000
0.420;10.000
0.157;10.000
0.103;10.000
0.350;10.000
0.426;10.000
0.346;10.000
0.522;10.000
0.522;10.000
0.275;10.000
0.410;10.000
0.387;10.000
0.142;10.000
0.429;10.000
0.385;10.000
0.294;10.000
0.243;10.000
0.099;10.000
0.175;10.000
0.098;10.000
0.160;10.000
0.088;10.000
0.161;10.000
0.126;10.000
0.110;10.000
0.066;10.000
0.263;10.000
0.277;10.000
0.258;10.000
0.517;10.000
0.546;10.000
0.467;10.000
0.468;10.000
0.635;10.000
0.638;10.000
0.670;10.000
0.499;10.000
0.636;10.000
0.345;10.000
0.067;10.000
0.124;10.000
0.368;10.000
0.079;10.000
0.239;10.000
0.455;10.000
0.449;10.000
0.611;10.000
0.452;10.000
0.415;10.000
0.516;10.000
0.648;10.000
0.148;10.000
0.078;10.000
0.341;10.000
0.369;10.000
0.614;10.000
0.649;10.000
0.266;10.000
0.223;10.000
0.135;10.000
0.373;10.000
0.070;10.000
0.255;10.000
0.474;10.000
0.510;10.000
0.475;10.000
0.467;10.000
0.608;10.000
0.650;10.000
0.475;10.000
0.411;10.000
0.519;10.000
0.452;10.000
0.131;10.000
0.075;10.000
0.126;10.000
0.401;10.000
0.051;10.000
0.126;10.000
0.276;10.000
0.156;10.000
0.088;10.000
0.138;10.000
0.081;10.000
0.302;10.000
0.296;10.000
0.255;10.000
0.434;10.000
0.484;10.000
0.513;10.000
0.470;10.000
0.440;10.000
0.396;10.000
0.223;10.000
0.168;10.000
0.134;10.000
0.361;10.000
0.312;10.000
0.273;10.000
0.449;10.000
0.661;10.000
0.657;10.000
0.464;10.000
0.659;10.000
0.711;10.000
0.711;10.000
0.666;10.000
0.656;10.000
0.820;10.000
0.856;10.000
0.851;10.000
0.860;10.000
0.644;10.000
0.767;10.000
0.717;10.000
0.100;10.000
0.132;10.000
0.363;10.000
0.582;10.000
0.328;10.000
0.324;10.000
0.466;10.000
0.436;10.000
0.417;10.000
0.181;10.000
0.161;10.000
0.104;10.000
0.317;10.000
0.278;10.000
0.248;10.000
0.221;10.000
0.172;10.000
0.160;10.000
0.092;10.000
0.107;10.000
0.088;10.000
0.144;10.000
0.116;10.000
0.571;10.000
0.305;10.000
0.310;10.000
0.475;10.000
0.301;10.000
0.246;10.000
0.373;10.000
0.181;10.000
0.103;10.000
0.351;10.000
0.273;10.000
0.265;10.000
0.228;10.000
0.233;10.000
0.132;10.000
0.091;10.000
0.323;10.000
0.295;10.000
0.459;10.000
0.477;10.000
0.460;10.000
0.409;10.000
0.372;10.000
0.370;10.000
0.181;10.000
0.167;10.000
0.084;10.000
0.279;10.000
0.295;10.000
0.211;10.000
0.125;10.000
0.103;10.000
0.413;10.000
0.068;10.000
0.490;10.000
0.732;10.000
0.699;10.000
0.746;10.000
0.679;10.000
0.272;10.000
0.101;10.000
0.225;10.000
0.560;10.000
0.047;10.000
0.373;10.000
0.173;10.000
0.119;10.000
0.386;10.000
0.353;10.000
0.106;10.000
0.140;10.000
0.410;10.000
0.084;10.000
0.095;10.000
0.262;10.000
0.138;10.000
0.106;10.000
0.118;10.000
0.100;10.000
0.162;10.000
0.099;10.000
0.155;10.000
0.123;10.000
0.143;10.000
0.144;10.000
0.116;10.000
0.165;10.000
0.033;10.000
0.140;10.000
0.072;10.000
0.284;10.000
0.294;10.000
0.290;10.000
0.461;10.000
0.498;10.000
0.500;10.000
0.569;10.000
0.712;10.000
0.400;10.000
0.225;10.000
0.361;10.000
0.143;10.000
0.386;10.000
0.071;10.000
0.243;10.000
0.435;10.000
0.458;10.000
0.466;10.000
0.490;10.000
0.475;10.000
0.437;10.000
0.254;10.000
0.138;10.000
0.339;10.000
0.097;10.000
0.314;10.000
Pacotes enviados:256
Pacotes retransmitidos:60
Pacotes confirmados:256

Envio: 5
rtt;msec
0.117;10.000
0.100;10.000
0.283;10.000
0.307;10.000
0.098;10.000
0.136;10.000
0.360;10.000
0.226;10.000
0.055;10.000
0.148;10.000
0.432;10.000
0.292;10.000
0.235;10.000
0.236;10.000
0.387;10.000
0.417;10.000
0.453;10.000
0.428;10.000
0.413;10.000
0.403;10.000
0.224;10.000
0.144;10.000
0.098;10.000
0.367;10.000
0.338;10.000
0.472;10.000
0.452;10.000
0.440;10.000
0.470;10.000
0.627;10.000
0.649;10.000
0.648;10.000
0.451;10.000
0.564;10.000
0.523;10.000
0.502;10.000
0.301;10.000
0.118;10.000
0.070;10.000
0.296;10.000
0.305;10.000
0.250;10.000
0.382;10.000
0.218;10.000
0.113;10.000
0.332;10.000
0.272;10.000
0.411;10.000
0.226;10.000
0.203;10.000
0.327;10.000
0.135;10.000
0.064;10.000
0.304;10.000
0.269;10.000
0.220;10.000
0.094;10.000
0.142;10.000
0.087;10.000
0.343;10.000
0.392;10.000
0.574;10.000
0.388;10.000
0.615;10.000
0.130;10.000
0.130;10.000
0.049;10.000
0.228;10.000
0.227;10.000
0.248;10.000
0.548;10.000
0.609;10.000
0.268;10.000
0.218;10.000
0.131;10.000
0.381;10.000
0.133;10.000
0.373;10.000
0.563;10.000
0.464;10.000
0.420;10.000
0.417;10.000
0.597;10.000
0.637;10.000
0.644;10.000
0.639;10.000
0.625;10.000
0.809;10.000
0.886;10.000
0.940;10.000
0.939;10.000
0.981;10.000
1.017;10.000
1.179;10.000
1.171;10.000
1.198;10.000
0.890;10.000
0.615;10.000
0.748;10.000
0.044;10.000
0.088;10.000
0.346;10.000
0.620;10.000
0.090;10.000
0.213;10.000
0.165;10.000
0.065;10.000
0.322;10.000
0.361;10.000
0.256;10.000
0.167;10.000
0.115;10.000
0.148;10.000
0.103;10.000
0.091;10.000
0.114;10.000
0.413;10.000
0.298;10.000
0.309;10.000
0.283;10.000
0.477;10.000
0.511;10.000
0.467;10.000
0.436;10.000
0.375;10.000
0.382;10.000
0.212;10.000
0.145;10.000
0.084;10.000
0.077;10.000
0.154;10.000
0.109;10.000
0.344;10.000
0.337;10.000
0.092;10.000
0.177;10.000
0.437;10.000
0.069;10.000
0.266;10.000
0.311;10.000
0.502;10.000
0.547;10.000
0.483;10.000
0.388;10.000
0.148;10.000
0.385;10.000
0.611;10.000
0.298;10.000
0.291;10.000
0.439;10.000
0.518;10.000
0.528;10.000
0.452;10.000
0.421;10.000
0.131;10.000
0.383;10.000
0.678;10.000
0.338;10.000
0.127;10.000
0.390;10.000
0.139;10.000
0.093;10.000
0.140;10.000
0.117;10.000
0.347;10.000
0.277;10.000
0.287;10.000
0.275;10.000
0.235;10.000
0.184;10.000
0.120;10.000
0.103;10.000
0.373;10.000
0.305;10.000
0.462;10.000
0.469;10.000
0.317;10.000
0.249;10.000
0.156;10.000
0.152;10.000
0.137;10.000
0.102;10.000
0.096;10.000
0.124;10.000
0.115;10.000
0.097;10.000
0.051;10.000
0.163;10.000
0.097;10.000
0.158;10.000
0.131;10.000
0.334;10.000
0.069;10.000
0.226;10.000
0.160;10.000
0.108;10.000
0.338;10.000
0.334;10.000
0.297;10.000
0.480;10.000
0.544;10.000
0.540;10.000
0.539;10.000
0.730;10.000
0.796;10.000
0.573;10.000
0.526;10.000
0.647;10.000
0.636;10.000
0.084;10.000
0.146;10.000
0.124;10.000
0.315;10.000
0.276;10.000
0.253;10.000
0.394;10.000
0.082;10.000
0.241;10.000
0.077;10.000
0.177;10.000
0.115;10.000
0.143;10.000
0.127;10.000
0.158;10.000
0.120;10.000
0.108;10.000
0.102;10.000
0.158;10.000
0.112;10.000
0.316;10.000
0.384;10.000
0.339;10.000
0.269;10.000
0.285;10.000
0.133;10.000
0.442;10.000
0.386;10.000
0.328;10.000
0.491;10.000
0.561;10.000
0.567;10.000
0.481;10.000
0.453;10.000
0.096;10.000
0.128;10.000
0.142;10.000
0.064;10.000
0.272;10.000
0.311;10.000
0.294;10.000
0.654;10.000
0.663;10.000
0.303;10.000
0.511;10.000
0.181;10.000
0.536;10.000
Pacotes enviados:256
Pacotes retransmitidos:75
Pacotes confirmados:256

Envio: 6
rtt;msec
0.093;10.000
0.086;10.000
0.274;10.000
0.296;10.000
0.237;10.000
0.275;10.000
0.047;10.000
0.131;10.000
0.073;10.000
0.135;10.000
0.430;10.000
0.098;10.000
0.089;10.000
0.174;10.000
0.152;10.000
0.358;10.000
0.293;10.000
0.294;10.000
0.460;10.000
0.263;10.000
0.298;10.000
0.426;10.000
0.172;10.000
0.115;10.000
0.078;10.000
0.185;10.000
0.594;10.000
0.114;10.000
0.105;10.000
0.220;10.000
0.112;10.000
0.123;10.000
0.063;10.000
0.269;10.000
0.298;10.000
0.279;10.000
0.445;10.000
0.476;10.000
0.431;10.000
0.087;10.000
0.123;10.000
0.329;10.000
0.602;10.000
0.265;10.000
0.281;10.000
0.461;10.000
0.451;10.000
0.418;10.000
0.581;10.000
0.685;10.000
0.701;10.000
0.705;10.000
0.649;10.000
0.600;10.000
0.576;10.000
0.552;10.000
0.364;10.000
0.124;10.000
0.129;10.000
0.351;10.000
0.130;10.000
0.346;10.000
0.538;10.000
0.309;10.000
0.274;10.000
0.458;10.000
0.449;10.000
0.427;10.000
0.377;10.000
0.358;10.000
0.338;10.000
0.171;10.000
0.147;10.000
0.110;10.000
0.340;10.000
0.294;10.000
0.417;10.000
0.431;10.000
0.445;10.000
0.427;10.000
0.213;10.000
0.099;10.000
0.147;10.000
0.180;10.000
0.105;10.000
0.323;10.000
0.273;10.000
0.243;10.000
0.395;10.000
0.245;10.000
0.231;10.000
0.397;10.000
0.157;10.000
0.053;10.000
0.277;10.000
0.250;10.000
0.263;10.000
0.080;10.000
0.162;10.000
0.149;10.000
0.403;10.000
0.305;10.000
0.454;10.000
0.632;10.000
0.650;10.000
0.550;10.000
0.296;10.000
0.250;10.000
0.232;10.000
0.160;10.000
0.430;10.000
0.056;10.000
0.125;10.000
0.440;10.000
0.106;10.000
0.089;10.000
0.154;10.000
0.124;10.000
0.373;10.000
0.326;10.000
0.292;10.000
0.268;10.000
0.148;10.000
0.501;10.000
0.867;10.000
0.446;10.000
0.642;10.000
0.600;10.000
0.266;10.000
0.217;10.000
0.187;10.000
0.530;10.000
0.099;10.000
0.273;10.000
0.475;10.000
0.474;10.000
0.463;10.000
0.458;10.000
0.623;10.000
0.653;10.000
0.661;10.000
0.662;10.000
0.682;10.000
0.820;10.000
0.628;10.000
0.177;10.000
0.086;10.000
0.181;10.000
0.383;10.000
0.576;10.000
0.077;10.000
0.289;10.000
0.523;10.000
0.532;10.000
0.304;10.000
0.429;10.000
0.407;10.000
0.106;10.000
0.157;10.000
0.076;10.000
0.305;10.000
0.362;10.000
0.521;10.000
0.538;10.000
0.322;10.000
